id,word,definition,tags
740,nippflo,Laveste flo,obskur;bm;kort;subst
742,gryle,Skjelle og smelle,obskur;bm;kort;verb
743,glohersk,Grådig,obskur;bm;kort;adj
744,aurete,Full av aur,obskur;bm;kort;adj
745,tasal,"Skral, veik",obskur;bm;kort;adj
746,disharmonere,Ikke passe sammen,obskur;bm;kort;verb
747,transfigurere,"Omskape, forvandle",obskur;bm;kort;verb
748,innror,Motsatt utror,obskur;bm;kort;subst
749,utsynning,Vind fra sørvest,obskur;bm;kort;subst
751,atoksisk,"Uten gift, giftfri",obskur;bm;kort;adj
752,klessete,Bløt og klebrig,obskur;bm;kort;adj
753,epikureisme,Overdreven nytelse,obskur;bm;kort;subst
754,hevle,"Saktne, stanse",obskur;bm;kort;verb
755,frege,Få vite,obskur;bm;kort;verb
756,reike,Gå sakte,obskur;bm;kort;verb
757,dulpe,Slå,obskur;bm;kort;verb
758,paritetisk,Likeverdig,obskur;bm;kort;adj
759,synergere,Virke sammen,obskur;bm;kort;verb
760,rundhandet,"Gavmild, raus",obskur;bm;kort;adj
761,derangere,Forstyrre,obskur;bm;kort;verb
762,homilie,Preken,obskur;bm;kort;subst
763,klemetsmess,23. november,obskur;bm;kort;subst
764,skriftstyre,Redaksjon,obskur;bm;kort;subst
765,skrie,"Skred, ras",obskur;bm;kort;subst
766,smede,"Håne, fornærme",obskur;bm;kort;verb
767,smalebeist,Sau (eller geit),obskur;bm;kort;subst
769,speseri,Krydder,obskur;bm;kort;subst
770,gnisle,Lyde skjærende,obskur;bm;kort;verb
771,alfahunn,Kvinnelig ledertype,obskur;bm;kort;subst
772,legislativ,Lovgivende,obskur;bm;kort;adj
773,keivelig,"Forkjært, klossete",obskur;bm;kort;adj
774,samfull,"Sammenhengende, hel",obskur;bm;kort;adj
775,sifrere,Gi siffer,obskur;bm;kort;verb
776,anion,Motsatt kation,obskur;bm;kort;subst
777,lepete,Som henger ned,obskur;bm;kort;adj
778,forkue,Holde nede,obskur;bm;kort;verb
779,jaskete,"Slurvete, dårlig",obskur;bm;kort;adj
780,tisle,Snakke lavt,obskur;bm;kort;verb
781,skolm,Skall,obskur;bm;kort;subst
782,bogeminutt,¹⁄₆₀ av en buegrad,obskur;bm;kort;subst
783,infami,Ondskap,obskur;bm;kort;subst
784,beinke,Endre,obskur;bm;kort;verb
785,fjelg,Ren og pen,obskur;bm;kort;adj
786,universalier,Allmenne begreper,obskur;bm;kort;subst
787,gniken,"Gjerrig, smålig",obskur;bm;kort;adj
788,kjaks,"Klipp, hakk",obskur;bm;kort;subst
789,ulempelig,"Uvennlig, hard",obskur;bm;kort;adj
790,kjese,Løype,obskur;bm;kort;subst
791,kontere,Bokføre,obskur;bm;kort;verb
792,nybrottskvinne,Pioner,obskur;bm;kort;subst
793,trosvitne,Martyr,obskur;bm;kort;subst
794,metresse,Elskerinne,obskur;bm;kort;subst
795,fotometri,Måling av lysstyrke,obskur;bm;kort;subst
796,purkete,"Tverr, vrang, sur",obskur;bm;kort;adj
797,ormstukken,Bitt av orm,obskur;bm;kort;adj
798,latitude,Breddegrad,obskur;bm;kort;subst
799,knatte,"Hakke, pikke",obskur;bm;kort;verb
800,mobilier,Løsøre,obskur;bm;kort;subst
801,residuum,"Rest, bunnfall",obskur;bm;kort;subst
802,plesken,"Liten, flat kake",obskur;bm;kort;subst
803,grodag,Inneklemt dag,obskur;bm;kort;subst
804,adonisk,"Vakker, velskapt",obskur;bm;kort;adj
805,fosforescere,Lyse i mørket,obskur;bm;kort;verb
806,balere,Streve (bråkende),obskur;bm;kort;verb
807,knege,"Slite, streve",obskur;bm;kort;verb
808,prette,"Puss, fantestrek",obskur;bm;kort;subst
809,akromatisk,Uten farge,obskur;bm;kort;adj
810,kontribuere,Yte bidrag,obskur;bm;kort;verb
811,skimle,Vimse omkring,obskur;bm;kort;verb
812,nautete,"Dum, toskete",obskur;bm;kort;adj
813,godfjottete,Altfor ettergivende,obskur;bm;kort;adj
814,foliant,Svært stor bok,obskur;bm;kort;subst
815,hjertegress,Briza media,obskur;bm;kort;subst
816,sorgmild,Vemodig,obskur;bm;kort;adj
817,emnelig,Som tegner godt,obskur;bm;kort;adj
818,hellestein,Skifer,obskur;bm;kort;subst
819,skurve,Skorpe på sår,obskur;bm;kort;subst
820,ugodslig,Lite hyggelig,obskur;bm;kort;adj
821,gulland,"Eldorado, paradis",obskur;bm;kort;subst
822,trabelere,"Gå, traske",obskur;bm;kort;verb
823,kruslet,"Skrøpelig, skranten",obskur;bm;kort;adj
824,platityde,Simpelt uttrykk,obskur;bm;kort;subst
825,adspre,"Underholde, muntre",obskur;bm;kort;verb
826,rassel,Raslende lyd,obskur;bm;kort;subst
827,niten,"Gjerrig, gnieraktig",obskur;bm;kort;adj
828,snavl,"Kjeft, munn",obskur;bm;kort;subst
829,ripostere,Svare slagferdig,obskur;bm;kort;verb
830,sundmave,Svømmeblære i fisk,obskur;bm;kort;subst
831,holtre,Innhult tre,obskur;bm;kort;subst
832,forbindtlighet,Forpliktelse,obskur;bm;kort;subst
833,regalere,Gi til beste,obskur;bm;kort;verb
834,utslukt,Som er slokke,obskur;bm;kort;adj
835,presupponere,Gå ut fra,obskur;bm;kort;verb
836,fagne,Motta med glede,obskur;bm;kort;verb
837,narreskap,Dum oppførsel,obskur;bm;kort;subst
838,alfonseri,Hallikvirksomhet,obskur;bm;kort;subst
839,antecedere,Gå foran,obskur;bm;kort;verb
840,glime,Lyse,obskur;bm;kort;verb
843,osteri,Italiensk vertshus,obskur;bm;kort;subst
844,seneri,Landskap,obskur;bm;kort;subst
845,adressant,Avsender,obskur;bm;kort;subst
847,kavere,Garantere,obskur;bm;kort;verb
848,antraks,Miltbrann,obskur;bm;kort;subst
849,nenne,Få seg til,obskur;bm;kort;verb
850,demisjon,Avskjedssøknad,obskur;bm;kort;subst
851,kolloidal,Svært finfordelt,obskur;bm;kort;adj
852,anemofili,Bestøvning med vind,obskur;bm;kort;subst
853,patrisisk,Fornem,obskur;bm;kort;adj
854,kermes,Uekte kochenille,obskur;bm;kort;subst
855,resolvere,"Beslutte, avgjøre",obskur;bm;kort;verb
856,darre,"Dirre, riste",obskur;bm;kort;verb
857,klant,Liten bergskrent,obskur;bm;kort;subst
858,hypotaktisk,Underordnet,obskur;bm;kort;adj
859,halunk,"Skurk, slubbert",obskur;bm;kort;subst
860,trulte,Rulle bortover,obskur;bm;kort;verb
861,veidn,Fangst,obskur;bm;kort;subst
862,quodlibet,Musikalsk potpurri,obskur;bm;kort;subst
863,resipere,Tilegne seg,obskur;bm;kort;verb
864,grase,Luke,obskur;bm;kort;verb
865,rubank,Lang sletthøvel,obskur;bm;kort;subst
866,illhug,"Uro, redsel",obskur;bm;kort;subst
867,resong,"Fornuft, mening",obskur;bm;kort;subst
868,stanke,Puste tungt,obskur;bm;kort;verb
869,vesaldom,"Armod, nød",obskur;bm;kort;subst
870,livgjord,Belte,obskur;bm;kort;subst
871,uredig,"Flokete, uklar",obskur;bm;kort;adj
872,gammaltroende,Ortodoks,obskur;bm;kort;adj
873,prylert,"Lurk, rusk",obskur;bm;kort;subst
874,emfatisk,Med ettertrykk,obskur;bm;kort;adj
875,inkommensurabel,Uten felles mål,obskur;bm;kort;adj
876,fortifisere,Bygge festningsverk,obskur;bm;kort;verb
877,onager,Asiatisk halvesel,obskur;bm;kort;subst
878,vankundig,"Uvitende, uopplyst",obskur;bm;kort;adj
879,utrigget,Utstyrt,obskur;bm;kort;adj
880,kokleaimplantat,Forkortet CI,obskur;bm;kort;subst
881,eunukk,Kastrere mann,obskur;bm;kort;subst
882,simpleksord,Usammensatt ord,obskur;bm;kort;subst
883,rekursiv,Som kan gjentas,obskur;bm;kort;adj
884,jaske,Arbeide slurvet,obskur;bm;kort;verb
885,utstikning,Det merke opp,obskur;bm;kort;subst
886,djevlig,"Ond, fæl, lei",obskur;bm;kort;adj
887,kvege,"Forfriske, styrke",obskur;bm;kort;verb
888,tvunnen,Som er tvinne,obskur;bm;kort;adj
890,bristfeldig,Mangelfull,obskur;bm;kort;adj
891,isbaks,Grov drivis,obskur;bm;kort;subst
892,muldet,Full av mold,obskur;bm;kort;adj
893,grepen,"Beveget, rørt",obskur;bm;kort;adj
895,konveniens,Skikk og bruk,obskur;bm;kort;subst
896,knuvl,"Knott, kloss",obskur;bm;kort;subst
897,idiolekt,Personlig språk,obskur;bm;kort;subst
898,furunkel,"Kong, byll",obskur;bm;kort;subst
899,tamse,"Tulle, tøve",obskur;bm;kort;verb
900,skriftstyrer,Redaktør,obskur;bm;kort;subst
901,durativ,Som varer ved,obskur;bm;kort;adj
902,korrugere,Lage bølgeform på,obskur;bm;kort;verb
903,realisabel,Som kan selges,obskur;bm;kort;adj
904,daggert,Kort stikkvåpen,obskur;bm;kort;subst
905,knuvle,"Støte, puffe",obskur;bm;kort;verb
906,sjaske,"Stampe, tråkke",obskur;bm;kort;verb
907,vanheder,"Vanære, skam",obskur;bm;kort;subst
908,vandalsk,Hensynsløs,obskur;bm;kort;adj
909,offisinell,Opptatt i farmakope,obskur;bm;kort;adj
910,tedeum,Kristen lovsang,obskur;bm;kort;subst
911,nidsk,Misunnelig,obskur;bm;kort;adj
912,bonmot,Vittig bemerkning,obskur;bm;kort;subst
913,skamdjerv,Frekk,obskur;bm;kort;adj
914,formonn,"Forsprang, fordel",obskur;bm;kort;subst
915,iskrav,Tynn isskorpe,obskur;bm;kort;subst
916,inhibitorisk,"Hemmende, stansende",obskur;bm;kort;adj
917,tillempelse,Tilpasning,obskur;bm;kort;subst
918,esoteriker,Lærd,obskur;bm;kort;subst
919,skratl,Høy latter,obskur;bm;kort;subst
920,flaggspette,Dendrocopus major,obskur;bm;kort;subst
921,skottredd,Feig,obskur;bm;kort;adj
922,reineclaude,Grønn plommesort,obskur;bm;kort;subst
923,alali,Manglende taleevne,obskur;bm;kort;subst
925,knavre,Trynering på gris,obskur;bm;kort;subst
926,staurete,Stiv og klossete,obskur;bm;kort;adj
927,prakken,"Gnieraktig, gjerrig",obskur;bm;kort;adj
928,lugum,"Høvelig, passende",obskur;bm;kort;adj
929,debarkere,Gå fra borde,obskur;bm;kort;verb
930,kleise,Snakke urent,obskur;bm;kort;verb
931,andror,Motvind ved roing,obskur;bm;kort;subst
932,treak,"Søtsak, lakris",obskur;bm;kort;subst
933,stevnelei,"Kurs, retning",obskur;bm;kort;subst
934,lettkorn,Tomt snakk,obskur;bm;kort;subst
935,tutel,Tutors myndighet,obskur;bm;kort;subst
936,paremiologi,Studiet av ordspråk,obskur;bm;kort;subst
937,feigd,Varslet død,obskur;bm;kort;subst
938,longe,Lange,obskur;bm;kort;subst
940,garpe,Skryte,obskur;bm;kort;verb
941,smeis,"Slag, dask",obskur;bm;kort;subst
942,skottsikker,Som treffer godt,obskur;bm;kort;adj
943,vemling,Vemmelig person,obskur;bm;kort;subst
944,ektoderm,Ytre kimblad,obskur;bm;kort;subst
945,maksel,"Fasong, form",obskur;bm;kort;subst
947,orskurd,Rettslig kjennelse,obskur;bm;kort;subst
948,flage,"Anfall, ri",obskur;bm;kort;subst
949,eksploatere,Dra nytte av,obskur;bm;kort;verb
950,kommittere,Overdra verv,obskur;bm;kort;verb
951,aksidens,Mindre trykksaker,obskur;bm;kort;subst
952,notvarp,Kast med not,obskur;bm;kort;subst
953,hugsott,"Bekymring, otte",obskur;bm;kort;subst
954,pompete,"Humørløs, sur, treg",obskur;bm;kort;adj
955,gauksmess,Særlig: 1. mai,obskur;bm;kort;subst
956,kodde,"Pute, hodepute",obskur;bm;kort;subst
957,jomfrutrane,Grus virgo,obskur;bm;kort;subst
958,konduktor,Elektrisk leder,obskur;bm;kort;subst
959,eldhug,Entusiasme,obskur;bm;kort;subst
960,avbeitet,Snaugnagd for gress,obskur;bm;kort;adj
961,kjeng,Krampe,obskur;bm;kort;subst
962,armodsdom,"Fattigdom, nød",obskur;bm;kort;subst
963,ubeist,"Uhyre, udyr",obskur;bm;kort;subst
964,pinakkel,Spiss fjelltopp,obskur;bm;kort;subst
965,nurkete,Liten og forkrøplet,obskur;bm;kort;adj
966,tjadre,"Mase, skravle",obskur;bm;kort;verb
967,lurve,Buste til,obskur;bm;kort;verb
968,klure,"Trekrok, hake",obskur;bm;kort;subst
969,pesthule,Helsefarlig sted,obskur;bm;kort;subst
970,rabid,Svært intens,obskur;bm;kort;adj
971,tugge,"Munnfull, bit",obskur;bm;kort;subst
972,grisotte,Svært tidlig morgen,obskur;bm;kort;subst
973,deuteriumoksid,Tungtvann,obskur;bm;kort;subst
974,utast,"Utkjørt, utmattet",obskur;bm;kort;adj
975,cymbel,Bekken,obskur;bm;kort;subst
976,neurasteni,Svekkelse av nerve,obskur;bm;kort;subst
977,krukse,Gå bøyd,obskur;bm;kort;verb
978,dyade,Par,obskur;bm;kort;subst
979,hombot,Bakside av kneet,obskur;bm;kort;subst
980,kurlet,"Krøllete, lokkete",obskur;bm;kort;adj
981,tomset,"Dum, klossete",obskur;bm;kort;adj
982,kovbakke,Mørk skybanke,obskur;bm;kort;subst
983,angiosperm,Dekkfrøet plante,obskur;bm;kort;subst
984,hivert,"Dram, støyt",obskur;bm;kort;subst
985,parallellisere,Sammenligne,obskur;bm;kort;verb
986,nufse,Nappe lett,obskur;bm;kort;verb
987,kveldskingle,Flaggermus,obskur;bm;kort;subst
988,kontribusjon,"Bidrag, tilskudd",obskur;bm;kort;subst
989,innskipe,Gå om bord,obskur;bm;kort;verb
990,meduse,Manet,obskur;bm;kort;subst
991,patiens,Motsatt agens,obskur;bm;kort;subst
992,holne,Bli hul,obskur;bm;kort;verb
993,truskyldig,"Godtroende, naiv",obskur;bm;kort;adj
994,kabbe,Hogge av,obskur;bm;kort;verb
995,rafse,Rive til seg,obskur;bm;kort;verb
996,skarvelig,"Skral, elendig",obskur;bm;kort;adj
997,slufs,"Slaps, sludd",obskur;bm;kort;subst
999,snaksy,"Fiks, lekker",obskur;bm;kort;adj
1000,innmarisk,I høy grad,obskur;bm;kort;adj
1001,knett,Lite smell,obskur;bm;kort;subst
1002,kleis,Som snakker urent,obskur;bm;kort;adj
1003,sordinere,Dempe spillet,obskur;bm;kort;verb
1004,satrap,Herskesyk person,obskur;bm;kort;subst
1005,panasj,Stil,obskur;bm;kort;subst
1006,skarvord,Krenkende ord,obskur;bm;kort;subst
1007,beiskne,Bli besk(ere),obskur;bm;kort;verb
1008,flageolett,En slags trefløyte,obskur;bm;kort;subst
1009,snuppelig,"Snau, knapp",obskur;bm;kort;adj
1010,uheimlet,Uberettiget,obskur;bm;kort;adj
1011,geitehams,Stor stikkeveps,obskur;bm;kort;subst
1012,mankement,"Feil, lyte",obskur;bm;kort;subst
1013,elfenbeinsgul,Av gulhvit farge,obskur;bm;kort;adj
1014,lignament,"Tegn, snev, likhet",obskur;bm;kort;subst
1015,supponere,"Forutsette, anta",obskur;bm;kort;verb
1016,veitsle,"Gjestebud, gilde",obskur;bm;kort;subst
1017,heppe,"Hell, lykke",obskur;bm;kort;subst
1018,trafikabel,Farbar,obskur;bm;kort;adj
1019,gemeng,Slagsmål,obskur;bm;kort;subst
1020,polykrom,Med flere farger,obskur;bm;kort;adj
1021,guste,Blåse svakt,obskur;bm;kort;verb
1022,brotthelle,Flat bruddstein,obskur;bm;kort;subst
1023,vimre,"Skjelve, dirre",obskur;bm;kort;verb
1024,impermeabel,Ugjennomtrengelig,obskur;bm;kort;adj
1025,strant,Tynn hårtjafs,obskur;bm;kort;subst
1026,naube,Be inntrengende,obskur;bm;kort;verb
1027,greinete,Med (mange) grener,obskur;bm;kort;adj
1029,sleikete,Som smisker,obskur;bm;kort;adj
1030,kulebakterie,Kokk,obskur;bm;kort;subst
1031,ugiddelig,"Tiltaksløs, lat",obskur;bm;kort;adj
